"LD1" "LD2"
-3.107634984689 -0.0211840746340814
6.48530206597126 -2.01203022461122
-4.03241117082694 -0.933427172129849
-6.71205945766322 -0.00620412741622477
7.01229174228051 -1.54025588203738
-4.98905091449171 -1.98977981232895
6.13346285767592 -2.71049526956244
7.68258467376776 -2.30339512202388
1.82218396859594 8.00401775900265
5.79141436731908 -0.976499306383167
-3.58228745011911 -1.1929236421148
3.94895915659761 6.14681617409501
6.69940986376988 -2.4585450924155
-2.98672727906642 -1.99457120550575
-3.73679627186016 -2.37123921717102
-4.17043454576901 -1.07800660721267
-3.18529480357946 -1.95980975897916
5.89241343992784 -3.22327634952582
6.73380332892231 -4.37800139887701
-2.09783800774615 -0.807436620646775
4.85013983203895 -4.51099492980964
-5.85623192467922 -0.690952813174935
7.32420635020583 -3.17923736858042
5.31719970708106 -1.03975609857763
7.0597463638634 -3.57278866181398
4.78852764339461 -3.68854120173388
2.5383166060219 6.42526016565276
6.57132191189848 -3.53192219966922
-3.67203469596901 -2.24173549695973
-2.06114021898498 -0.79256754937248
-4.5430794696032 0.85973072861396
-4.73049366857816 -0.42997386336228
4.44834442260974 -2.53529603903287
-3.33747754385161 -0.579698553347831
-3.36636971282365 -1.96481055877332
5.68178772963239 -1.92003514750869
2.23446885336094 4.65057168786053
-5.34814061803328 -0.332169062639636
2.15842520134322 5.33877462419828
-3.98468859620523 -1.57469916985108
-5.35137326448755 -1.7018522796277
-2.09609680326704 -0.36843052576405
-4.07361465068249 -0.424129172822165
-3.9991831961696 -1.39833117948024
5.73416925137741 -3.65534294427422
-3.92634243751097 -0.95837924672825
-4.27263481474061 -0.642823121277469
0.904885803048837 6.06789928937884
6.09663753526412 -3.96120810626349
-3.89726043686898 -1.00135590224429
3.61719552181267 5.98334243300856
-4.61932076296555 -0.0647644640934289
-4.43283547089839 -1.27506744899204
-3.62203459343115 -1.43248509716023
-5.50336085200427 -0.28303080348959
1.51571162510402 5.20507202657691
6.02695806608525 -2.44643807290213
-3.74840988456051 -1.94757930189847
2.30949485944204 4.4445059328735
5.4831137609962 -2.25171673447421
2.68537159772814 5.34787644739012
2.51578714813534 5.96687567602739
1.98102587911498 5.7618378057282
-4.49859882249307 0.767827150923393
0.905056423024375 4.72175060311054
1.55636848103306 6.68224632867489
-5.17420221999065 0.527611411057469
-4.86891560105707 0.286128442042212
2.38485304472339 6.70005172403933
-5.64422103568544 0.586955486308671
-4.63329513418112 -1.34035367629685
-3.78511452105478 -0.598097347058491
-4.33276414602274 -1.23956633915478
-2.49839689865323 -0.777283558720756
-2.40134171961404 -0.615051247731689
3.52274610464273 6.98029843412184
-4.08954556397508 0.397922753697079
6.65838992256499 -4.08028235245585
-3.6599071152398 -0.580024190121523
6.35311726631634 -2.03799657437062
-5.71623599237397 -0.106974353021828
0.298658586667023 6.18680364399754
3.46900305588805 5.59599357893762
-4.3695230029201 -1.20681672477723
6.13165209107352 -4.35904513120971
-3.71149858394793 -1.30583696647037
-4.68309300789349 -1.07064628013022
7.10660518888156 -2.24095814323358
-3.75988992999891 0.735530579214307
-5.02578670905291 -0.745794411331955
3.50037598662594 5.3760861052443
5.79492253183253 -2.79268600302463
5.32407284185293 -2.86111159693755
1.52620684663628 4.68265829641193
2.99721321728175 7.3341379784489
-4.637228624182 -0.885585308597639
-3.85478050910087 0.240155731725667
-2.78296553128792 -0.458278893401867
-3.59284293183942 0.03510466893433
-2.87923240626804 0.294096635684049
-3.98840006655276 -0.994189000398668
7.05274483297627 -4.3698434766219
