"LD1" "LD2" "LD3"
-1.71025455273346 -5.74482327052999 -3.36331539669408
-7.48912492505318 7.83057066239043 -1.23127830070776
9.33416202437431 3.53393704401065 -0.598604712663165
9.31986183821254 4.26864309435042 -0.246915849461628
0.25709885020483 -2.46614224943078 3.00837913464863
-7.38620000548115 5.82928738048299 -0.856072977587776
-7.53920028874467 7.52668033351953 -1.26130843796946
-2.73074319567997 -6.67607349378589 -2.57687472067389
-0.182447048146325 -3.14007408071677 6.15001687427384
-5.86135559352233 5.56971116963519 -1.54864990421918
-0.720085842801957 -2.9043156644916 4.10925743747657
-0.407689689239542 -4.68749782240546 2.47695125823296
-2.20169152005949 -6.48037389184138 -2.31556517421711
9.60744367394433 4.46278379775435 0.492857665419074
0.773000067076178 -5.21291462803563 2.71502396728949
-7.10221542786813 3.90118126928215 -0.624297475564714
9.00498004503335 4.91716175675518 -0.839714439899213
-8.45723821459032 4.48153005550025 -0.845126459944405
-0.934612162700951 -3.49763536407314 4.58797425321516
1.36453899700187 -3.9652785926679 4.92573765995068
-6.50655130645149 4.28834868594428 -1.11215809795578
0.102188215728297 -3.77831644570737 2.69947251097629
5.73715468013557 3.77680601043901 -0.561850330691606
8.57112908753763 2.58958693337994 -0.994546890970727
8.48834319208953 3.51340914814916 -0.395562077850748
1.45436151230275 -3.61660317917991 0.6345484340074
-1.88296075815096 -5.11671467759756 -2.9238930356353
-8.40564453422142 6.03582737440575 -0.592140151880263
7.76606125818722 4.69906458156014 -0.465500324209788
8.94594846286522 3.11980157864555 -1.4288014928024
-1.63082289979554 -5.81224024231222 -0.890832109861723
-1.4053772730239 -5.60480035726854 -3.32563777569596
-6.67936272067594 6.47618467031073 0.886543423899787
-3.09114121077095 -7.84450594690999 -2.67859489879198
-0.44588635992914 -5.47563654995157 -1.95626562796492
7.66529348424586 3.62032438062029 -1.19233653273047
-5.22607645101397 4.53033228285502 0.146713394736314
-6.71190572035906 7.01197575583805 -0.516394268602358
1.27301884605533 -3.86743740738149 3.41033809219316
-0.383615145616539 -6.75673895679893 -0.580170270452855
-0.584930565464069 -5.0070268223922 1.03844197288671
-6.44907223677803 4.55554797001423 0.34097713042905
-0.95359772170484 -6.01361364266891 -4.01435529316082
9.21784506547214 4.9969080231463 -0.735523175878587
10.9326443103319 2.26871544941648 -0.749699829077483
-1.68663348694643 -6.52493160688269 -2.3086410472841
-1.08916630775293 -6.63503742458001 -1.51543225419997
9.09626394053341 3.63378373203369 -0.952123775281991
10.7016095699236 5.00934413638561 -1.12982958036454
9.40572101481554 5.38291270122133 -0.574128071146669
8.68259880298003 4.20766010410444 -0.226251211916406
-1.44865891048402 -7.37082212552182 -2.87147970783317
-1.02009456425341 -7.8753115895233 -1.08158965552625
-0.441165408748492 -6.21870676040191 -1.52832251487943
8.48485053539783 3.82444532579371 -0.605181943749429
-7.20025639481554 6.33248279498937 0.244535404302386
8.56595231906784 3.95304949437978 -1.1739953740977
8.77834524422128 4.00213702631582 -1.30386755540024
9.3781967195023 1.36325368114778 -1.62471847125674
-7.21836966956681 6.52845486542334 -1.25953978986733
8.81484230499479 3.13487472146527 -1.08827347028375
-1.03875213475795 -5.27604387228716 -1.95906419661015
-1.4126364821079 -5.06318789675823 -3.40791992663929
-1.02607283485248 -5.31839357425583 -2.09608132354585
-7.62539446214909 7.54821891290105 -0.0216730929781742
8.97813560216259 3.82576349188124 -2.45906898689417
-1.45288573359801 -7.00741384725723 -2.42691691349771
8.63317633891033 3.18752376402008 1.13630478109746
-0.592364614976578 -4.7153359642121 -1.80419737844693
-7.86888395918082 7.38346881169096 0.56224561644099
-7.473199508585 5.4346687772376 -0.237304233793001
10.0584890493133 4.5174808866604 -0.258891603464308
9.51484324488823 2.93344814325412 0.0361313606730371
10.0048167012074 3.71943969761131 -1.02658445907809
-6.27413698476017 5.24247000137828 1.28560547712496
-2.22538344200692 -8.10191454172904 -3.03417386120108
-1.55646997791856 -5.30310576458754 -1.458341497406
9.24364703271674 3.10757387923544 -1.33877785706387
-8.19207937495207 5.49762690296175 0.645957780816161
1.88919264299544 -5.90065113980919 2.142556282306
-7.66320410910303 4.12726475054342 1.5071587822675
7.4584641807895 4.28218124113744 -0.0865106113897943
-0.152982654582125 -2.59834865506529 3.82064412019465
-1.90627519949737 -8.55571959805091 -2.18590561666242
1.03054426352352 -6.33659996382371 3.03136124135097
-1.28897020001792 -4.37961091356777 2.82048853078261
-8.20342258573412 5.56184229802763 -0.581777578185844
-2.31116749222195 -2.64476486264611 -4.83731888810617
-9.18450156796246 5.28191508158173 0.297431750680066
-1.72661086296382 -6.24145203004016 -1.83528615642861
6.43396641814455 4.30380055117085 -0.581451946113418
-6.60500714896794 5.04925688290819 -1.0729317691113
-6.87492215018421 3.58280660502985 -0.478809465113437
-0.394244466362006 -1.95911382069122 3.5345398157209
-6.16370186381443 5.75348517838072 0.992627276387845
-1.39105582580563 -5.49466991993764 -3.66784902854848
0.444886775379524 -2.89449528008258 5.55975060492698
-1.56239645038191 -3.46962692784724 -3.10378047574887
0.875500464648481 -4.41644846132157 4.52672621865065
-6.21929214178264 6.27037175416494 -1.58052609812453
-0.622332935533924 -4.66645836462714 -3.22804553370741
8.76125265050313 4.59588886933976 0.440154700082107
-7.84656068213772 5.4684485539286 0.2136883325225
-0.112376069044471 -2.49728242934967 5.06890466343227
0.422349154255592 -4.7508309660133 4.35614260658851
