"LD1" "LD2" "LD3"
6.44720716784134 -5.14394435537094 6.67475231351752
12.454929853059 -4.93335836589746 -2.62021319990025
5.14016292322713 -4.21807030554896 4.12910148868679
7.183795314222 -4.56485828443431 4.19349024671725
4.0474857916057 11.6906614323415 -2.14544855616895
12.0670334090126 -6.31708098714488 -3.93059012432802
10.2197627005699 -4.39561203068057 -2.14912350708912
10.3644266620864 -5.87985144728169 -2.4379363775778
-15.5022181405373 -3.06819895360731 -2.13043840160635
11.4127992977517 -7.04930168343564 -1.41361308054679
4.75515695013399 -3.84632405898853 3.75546015911149
-16.0239698153871 -4.18295943006245 -1.3341567288567
2.90892078152215 12.4040175148941 -0.417988859185766
-15.5880477574391 -4.05717986613472 -1.33678749777864
4.32680083412664 12.6928096954101 0.0721901314424887
4.29372322148962 -4.83767467571358 5.26901964394294
10.5060491339587 -6.3641272853675 -4.95108900342395
-16.257452470122 -3.73520530887154 -0.837413988778625
3.20231298279829 12.0168789555873 2.08611617173456
12.571659273664 -7.22452142868749 -2.19089637988939
5.36712409077836 -4.59414267065342 5.07505099126196
1.54648033536503 9.7781747837106 -0.121345155435486
2.20403265913825 11.8663878653569 -0.179536489360458
6.36765321092192 -5.57531579461506 3.8170529350641
12.0978484887786 -6.36147966188692 -2.72448170277479
11.8067774071097 -5.70986175201862 -4.7688459869313
-17.2112276793309 -3.5182100343395 0.0963004141628081
11.3389830300577 -5.02007063561308 -4.51636106832255
0.950171719613873 12.9017197867659 -0.314104857862553
4.22696377775641 -5.37036218665189 3.80875472578178
7.54149113442674 -5.20220778252804 4.5969279333882
2.10975064125347 11.0418496479035 -0.778266258475093
2.06358409540349 10.1425363332859 -1.39203838583134
7.93000257425163 -4.70797948812503 4.20592190286155
1.8727016954455 11.92610473336 -0.770589209417126
-17.3893641252429 -3.59120482645673 -0.794528971259015
1.72529651415994 12.2155750509179 0.573025612537677
1.66558915784899 12.466001800822 -1.55372886867714
-17.1991787933095 -3.11646846153619 -1.1959028936836
11.3299179263815 -4.43526885908798 -5.27884973395955
2.90073594920268 11.0835702820193 0.375790751937729
13.0640947053561 -6.70519187831307 -5.0450354659858
1.83078807084538 12.5179569951244 -0.302556001984925
6.73425847626985 -4.6827421858275 4.2650496032188
12.3153439249172 -7.07194668510648 -3.25640854044826
-16.8088081910961 -5.4338030119625 -0.519171292612775
-15.2789665335533 -3.4141608017582 -0.490626077726139
10.2917064557237 -5.83926664418565 -2.09283212999632
2.55484036031913 11.1291624700262 0.191520377270551
1.55273794067558 12.0040897487729 1.28944208129633
10.7609004950999 -5.40117618214542 -3.93342422293353
5.56312958630058 -5.42487842285819 4.67773369826805
2.7436474091652 11.6950283619848 -0.795282129152463
7.45102669682337 -4.09325725984106 6.1616173924729
2.7879305662946 13.8111602501792 0.17713051933668
3.32256936816756 10.504838377915 -0.166797233864424
5.69037130566753 -5.21510889703539 3.71215627069305
11.0306176642072 -5.70589629538974 -2.60213310332798
3.99660438809158 -5.13699662844976 4.48014131455592
1.4779118134931 11.4490804322772 -0.221429367044029
12.3025123501165 -4.77403274202823 -3.00106137978124
2.23889878889049 10.7948509287074 -1.50638891652678
1.32966711647875 12.1512779202862 -1.13098387718081
-18.4610651400689 -1.66339142145725 -0.442933291422395
-16.7681298513754 -3.27207774984836 -2.20097505714934
-16.5283560951755 -2.62427653556845 0.264663485166247
3.91871758043707 -5.39524745646923 4.55454070978056
4.75862185183791 -4.00954926618316 5.0940546467618
-16.7060701785199 -5.45732194940977 0.375504653876708
4.03169413581404 -7.03551842165319 4.29143189935682
-17.6366383517672 -2.31317738898711 -0.158145564280184
-16.1649173438972 -0.930594436440762 1.02423617193962
9.49457621418542 -5.09264957950264 -4.35834310147968
4.9658831234229 -5.40056271399462 5.7602391218294
3.12499865566864 11.4982796856806 -0.171209693008469
-17.1918744324251 -3.20746075826917 -2.04267763879468
8.1815891193181 -5.08349272728741 5.11075580430708
-18.0930803802699 -3.6854889073069 -1.51714229242493
-17.2352199330706 -3.82561636212599 0.00374744117876527
12.6581895848228 -6.47661813353023 -4.01048473112923
