"LD1" "LD2" "LD3" "LD4"
-12.2906582869679 5.1787700090136 0.5708424937317 0.196582072248165
8.95974908899264 5.71470671059445 -0.268186155932596 1.6636346683742
-0.455894373588661 -3.66202551373259 5.94342193780409 0.49547425725737
2.22030935060312 -6.23250532005942 -1.6118697494096 -0.161174021220219
-10.6912256234064 2.72989461133698 -0.564853713483251 -1.17661436109654
1.85700609880101 -6.11124244184842 -3.16643746149801 0.830171823175872
-8.25442133660622 3.02022648363075 -1.18382928643269 -1.49596357547224
7.92979983204835 7.18670497452502 0.582555364144296 0.849662353351865
-11.9251248726523 0.762842068258383 -1.50953928340831 -0.647342562945506
-8.46520140424156 4.59205669435063 -0.425242723280691 -1.27318949561052
6.80080949356188 6.23182146253715 -0.108086605248619 -0.0534523989644654
0.525347389937355 -4.94953392628592 1.39496957492339 0.879865247225499
-10.2777742663072 4.79645811535066 -1.27260967439741 0.713537023724792
8.6738837771372 6.25128164574998 1.09403761722925 0.0293645988217771
-2.36048636858864 -4.30376976487572 3.68728809359558 -1.41190209211944
8.6622252248873 5.8752990543749 -0.467530155749003 -0.288488613435561
9.24278756378326 6.80227710143609 -0.437953000466754 0.476817369752139
2.06902778506172 -6.85000226641303 -3.76492005152385 -0.119564897295428
2.31461496555868 -6.83645286525063 -1.28900347865263 -0.415611171888253
-10.7842019293083 4.96330861877874 -0.631200946786381 -0.665172486268653
-0.01262433117184 -4.74391397163941 3.5499420119002 -1.33742191434356
1.1813487444878 -6.48518449338997 -4.35856869640447 0.619804163906938
4.20214163057635 -6.36557047809447 -1.71328788728837 -0.643097893741155
8.39067404844731 8.1710541618691 -1.01254066458014 0.315564025760825
3.15571467359577 -8.00609857647558 -0.957971962510194 -0.490467265007379
-8.29412632935806 3.52603315515689 -0.0285055697486032 1.41655455206127
7.21376079420759 5.81502294013939 -0.116002299540921 2.25372955957313
-2.17327789092021 -5.83703940388292 2.0954670853512 -1.15777350588881
6.42933910517985 4.8673451193281 -0.375020892504144 2.07133691661084
8.31288907312395 6.04975500939657 -1.93025937722042 -0.125222074109033
-10.7815788910604 5.13713707353169 -1.49094531899666 -0.441488711020476
1.67653923979814 -5.74263624940551 -2.29096900238081 -0.77340695827273
2.26167856501558 -6.16067490282975 -1.54265865256655 0.00122354979375859
9.10583269565162 5.78571439572791 -0.138385501640658 2.16315283450687
-11.4816441554882 3.71182053509404 -1.27914802349134 -0.1449040489902
-11.9504600980936 3.81857525339623 -0.730733867042505 -2.3630975476972
8.72712324768939 6.5661531858379 0.129212656889811 0.821599653271904
-11.3874625647532 3.41826754487841 -1.57856340677195 -1.11548416931984
5.71225001684088 6.81624862089259 1.97083553449647 0.497734923822766
0.533887001567546 -7.59260357512302 -0.942411392496739 -1.12509338848149
8.16977463836353 6.40112691922326 -0.0483347181169612 0.54552003059982
9.53995265727355 4.90347058340418 -0.235722914345907 -0.404459617812963
7.78059047761279 6.49093627165819 0.75778933035803 0.249385494366981
-10.4270937766649 4.31071310351459 -3.18803442601172 -0.311205173184774
-1.99671630143942 -3.10901778552984 4.23679347824226 2.38233981875295
3.69578224652184 -6.42419499685848 -1.73608174804659 -1.05896101840858
3.74002043215581 -6.26177801728276 -1.31608521376855 0.357060671096345
2.18693482279886 -5.53605057362896 -2.32565478342835 0.267368930533458
0.96458796980916 -7.01453220858562 -2.19245956040917 -0.968295013050489
3.62263511242907 -6.03721136167456 -2.31191343853362 -0.427462245526054
-11.0469940713405 3.67514390971577 -1.04695432858022 -0.200585149473188
1.80294730582853 -7.45572788335523 -1.91318983135267 0.485316288747393
9.09772014098556 7.00890134322256 1.7727987666226 -1.33656622023124
2.04054400394313 -8.34026133757069 -1.02051213129768 -0.668662100874577
-1.38128089729049 -5.84692373950221 4.78612514394498 0.92911096006361
-11.2388185637936 2.97135800864217 -1.25888050813804 -0.176144981993522
-2.17964212835273 -1.95730724410064 5.05519932538957 -2.78044106864357
-1.01849743447172 -2.1742599506692 3.20336745389008 -1.29713024118002
2.73531378281795 -6.57437401323317 -2.22345314374501 -0.518303210474597
2.78572768894003 -6.39656589411463 -4.13525161890916 -1.42932852056938
-2.38699566283343 -4.33046129724907 4.68860484266015 -1.13847036716409
1.32787661998158 -6.75002645938568 -2.41881316837863 -0.44358633189304
-10.226073586442 3.54576268576256 -1.40495588670364 0.100734806804543
8.30559711130551 6.83346058820329 0.0511195513218936 -0.213446608322185
-1.72266049776352 -4.39560910668859 5.00688396451964 1.7474384080758
4.09260722403334 -3.13975321889409 -5.02571937044237 1.85460540262631
0.334856694648809 -4.48968773936127 4.71336056046566 1.01635895311008
-10.7470273142019 3.62722822635813 -2.78383097984489 0.0914590348478095
8.70806887463873 5.19269268085225 3.01859217107192 0.526217880868166
-10.4553628513386 2.2418683930561 -0.73591784247379 0.924531978049563
-9.66635356736699 3.3031646227096 -0.979297602121799 -0.209325113841017
-9.04299132142257 2.50066221806689 -0.250226123353696 -2.56985907904355
-10.6533663071022 1.37743486372091 -2.39718766329999 0.136321844062538
9.37952383450987 6.33626240674163 -1.41996099896247 -1.11071519887739
2.45168439830917 -6.7213469158055 -3.79874205961071 -0.428715396910379
0.985387367904456 -4.29447858845239 3.49122887030952 -1.28716147956298
0.492090838847311 -6.09598773638802 3.0842463391445 -1.12352285637173
-9.75923415377632 2.97910420724956 0.352789082310235 -1.31324757063134
-10.3696794154977 4.2828966000984 -0.242427762514351 0.0274376731678217
6.87788309224176 5.59657987752742 -0.0548408343472472 -0.957418891587608
-0.167578469167259 -4.71297608786279 2.55743760452831 0.0157143808414703
-12.4365282953079 2.83338119322702 -0.900020817173772 0.458381664584065
-10.4104996907624 4.14509278462817 -0.441779670362944 0.321623309035423
-0.427789214379892 -2.97037057532023 5.07273567593402 -2.1889784615828
0.367672752975454 -3.83200425057066 4.63252289247926 0.527168591248441
-2.07226459125989 -2.47736634027283 6.19208808673649 1.83524222543049
